text,label,sentiment
Actualité &gt; Les appareils connectés en mode veille : un gâchis planétaire: http,0,negative
Actus dvpt durable  :  Le projet européen TowerPower contrôle le vieillissement des structures d'éoliennes off... http,1,neutral
Les baleines atténueraient le changement climatique: http,2,positive
@user c est le réchauffement climatique même en Bretagne il fais chaud! On va tous mourirs mdr,0,negative
http  http #Tamazirt_et_développement_durable... http,1,neutral
C'est là où tu t'dis que le réchauffement climatique aurait au moins le bénéfice de nous apporter la mer.,2,positive
Google multiplie les erreurs pour le lancement de son écosystème Android Wear http via @user,0,negative
Les oiseaux ont leur hôpital | @user http #Biodiversité #Animaux #Ecologie #Environnement #Oiseaux,1,neutral
"Le vrai impact écologique du Tour de France - La coupe du monde de football est terminée, on passe au vélo! Le... http",2,positive
Marie-Christine Blandin claque la porte des écologistes via @user | http http,0,negative
http http #Tamazirt_et_développement_durable... http,1,neutral
RT @user: capacité totale d' #éolien offshore en Europe peut alimenter la population des PaysBas http @user,2,positive
@user ouai mais pour ça il faut stopper le réchauffement climatique et que son manager ait vidé son pot de chambre...,0,negative
"Ça joue à #quartiersdete ! Le ""qui est-ce"" de la biodiversité et Te Plantes Pas de Saison ! http",1,neutral
Thoiry : le parc zoologique @user veut être un modèle d'écologie intégrée ! Bravo à eux - Article à lire dans @user,2,positive
#biodiversité 46 espèces invasives menacent la biodiversité polynésienne http,0,negative
Le projet européen TowerPower contrôle le vieillissement des structures d'éoliennes offshore: Le pôle de compé... http,1,neutral
"Emblème du Roi François 1er, la Salamandre tachetée est un amphibien étonnant qui dispose de facultés remarquables. http",2,positive
Le #Parc national des Ecrins justifie sa #battue aux #loups : la réponse de CAP Loup http @CAPLoup #faune #biodiversité,0,negative
Un zeppelin survole Paris pour mesurer la pollution de l'air http #ecologie,1,neutral
#BTP #Durable #DD #Ecologie Eaux usées : Epuramat fait le show en Allemagne http,2,positive
L’UE déplore l’abandon de la taxe carbone en Australie | The Shift Project aussi ! http via @user #climatechange,0,negative
@user Aucun rapport avec son départ. EELV est un parti politique et fait de l'écologie politique.,1,neutral
c'est quoid l'écologique c'est de prendre soin de la nature et de faire tu recyclage ne pas laisser les lumière allumer faire du tris,2,positive
Deux ministres britanniques unis contre les énergies renouvelables #UK #energie  #environnement http,0,negative
L’Auberge La P’tite Verte HI-Sainte-Émélie-de-l’Énergie membre de Hostelling International-Canada http cc @user,1,neutral
c'est quoid l'écologique c'est de prendre soin de la nature,2,positive
Le prix des chips n'augmente pas mais le poids du sac diminue de 220 à 200 gr. Le sac est à moitié vide; allo l'écologie ? #Missvickies,0,negative
#ROUTE Concours d'agent d'exploitation spécialisé des TPE au titre de 2014 http ▷DIROuest,1,neutral
"@user ""écosystème en expansino"" c'est plutôt sympa, ça sonne comme Arduino... ou Nitot ;)",2,positive
"Aux Etats-Unis on pollue pour le plaisir c'est le ""coal rolling"" (charbon roulant) !!! #pollution #wtf #ecologie http",0,negative
#ROUTE RN12 - Remplacement ouvrages Châtelaudren http ▷DIROuest,1,neutral
Les baleines protègent les océans et atténuent le changement climatique http,2,positive
Le rouleau de papier toilette qui froisse la mairie de Paris - http #Ecologie #Environnement #Eau #Recyclage,0,negative
#Gard : Le Vidourle sur la voie de l'écologie http,1,neutral
@user Inauguration du tout nouveau Jardin communautaire et écologique Mont-Bleu.  Enfin! http,2,positive
"Seuil de vigilance atteint sur l'#Oudon, les usagers de ce secteur sont invités à réduire leur consommation en eau : http",0,negative
Cette semaine chez @user  -the ultimate Swag &amp; Sainternet http  -aperçu de l'atelier écologie http,1,neutral
"L’énergie solaire va faire revivre les places de nos villages: Nuruni devient une réalité ! Le projet, que vou... http",2,positive
Le triomphe de l'écologie c'est pas pour tout de suite… #ecologie#USA#coalrolling http,0,negative
"#ecologie Yvelines : Thoiry, un modèle d'écologie intégrée http",1,neutral
Découverte détente à bord d’un #houseboat écologique http via @user,2,positive
Le rouleau de papier toilette qui froisse la mairie de Paris  via @user http #Biodégradable #AquaTube #Eau,0,negative
Réchauffement climatique à Malo Les Bains. http,1,neutral
"Autorisation unique ""loi sur l'eau"" : le Medde publie une fiche récapitulative | @user http",2,positive
#biodiversité Les méduses prennent leurs aises dans les océans http,0,negative
#UPexpress : moyen écologique de se déplacer sans voiture. http #travel,1,neutral
Impression 3D : le groupe Gorgé soutient et finance la filière - 01net http,2,positive
Putain de pigeon ! Le changement climatique est acté ! http,0,negative
LOL -_- http,1,neutral
#economie d'#energie #ecologie Écologie : Lisa Jackson présente les progrès d'@user http,2,positive
"5 douches minimum today. J'ai pas d'état d'âme ni de cas de conscience écologique. Il fait chaud, comprenez.",0,negative
Je suis entré en contact avec Birame Diouf - ENVIRONNEMENTALISTE sur Viadeo : http,1,neutral
Entrepreneurs en Afrique (EEA) lance son deuxième appel à projets 2014  http #ecologie Mediaterre,2,positive
"Les #OGM et la panne de la #biodiversité agricole, une #vidéo conf de @user via @user  http #agriculture #TEDx",0,negative
"La minute blog : Avec ma piscine, je passe au vert ! http #piscine #ecologie #green",1,neutral
Trois jours dédiés à l'écologie à Frelighsburg http,2,positive
"@user pourtant le désaveu n'a aucune incidence sur ton site, ton ""écosystème"". @user @user",0,negative
@user Tant que les suiveurs du PS n'auront pas compris que l'Ecologie n'est ni de droite ni de gauche....,1,neutral
A Lesmenils #54 @user fait rimer déchets et#biodiversite avec la #LPO @user @user,2,positive
@user Respect à la biodiversité quand même !! ;-),0,negative
Développement durable : Futur réduit encore les émissions de CO2 de sa flotte de véhicules http,1,neutral
"#Papillons, #libellules : certaines couleurs privilégiées face au changement climatique http Laboratoire EDB #évolution",2,positive
Je sentirai pas de changement climatique #lt,0,negative
Le Club national des initiatives locales pour la rénovation énergétique: Le lancement du Club national Le mard... http,1,neutral
[VIDEOS] Le CIBI dévoile les premiers projets pilotes pour le label BiodiverCity | @user http,2,positive
@user @user @user @user La mer à Metz...ça fait du mal quand même le réchauffement climatique.. ;-),0,negative
Beaucoup d'hôtels ont désormais une démarche de développement durable...mais n'y incluent que très rarement leurs... http,1,neutral
"Casagami, la petite maison à assembler et décorer pour sensibiliser les enfants au développement dur... | @user http",2,positive
#chasse #segoleneroyal #loup #pyrennees Quand la #France agit comme un pays d'#arriérés qui ne comprend rien. #ecologie,0,negative
Préparer son potager au départ en vacances http,1,neutral
"Nuruni devient une réalité! Des places lumineuses pour refaire vivre nos villages, grâce à l'énergie solaire http #Mayotte",2,positive
"#leroeulx : critiques citoyennes entendues, avis négatif de l'auditeur du Conseil d'Etat sur le projet de grandes éoliennes à #gottignies",0,negative
"Le vrai impact écologique du Tour de France - La coupe du monde de football est terminée, on passe au vélo... http",1,neutral
Smurfit Kappa renforce ses objectifs de Développement Durable pour l'emballage @user http http,2,positive
#Google multiplie les erreurs pour le lancement de son écosystème… http #pressecitron #itc4d,0,negative
"#telmi Comme nous l'annoncions dans un article en date du 9 juillet, il y aura bien une liste écologiste pour les sénatoriales en...",1,neutral
"#Dracénie : le PIDAF, un outil de protection de la forêt http",2,positive
Les OGM et la panne de la biodiversité agricole http,0,negative
#ecologie Document : le projet d'arrêté sur les certificats d'économie d'énergie dévoilé http,1,neutral
"Actualité &gt; Dans la jungle ougandaise, le tourisme protège les gorilles: http",2,positive
"L'Australie abolit sa taxe carbone: Aujourd'hui 17 juillet, l'Australie a supprimé sa toute jeune t... http #écologie",0,negative
#ecologie Thèse en biologie de la conservation / écologie de la restauration (2014-2017) http,1,neutral
@user @user MAIS OUAIS ! Un truc comme ça mais vachement plus gros ! http,2,positive
Google multiplie les erreurs pour le lancement de son écosystème Android Wear: Google a réussi à prendre de vi... http,0,negative
#ecologie Olivier Arrigault (FNTR Nord). « La Ségotaxe est l'arbre qui cache la forêt » http,1,neutral
Concevoir un bâtiment passif pour limiter l'usage de la climatisation en été: Le confort d'été pass... http #écologie,2,positive
"A Montréal aussi (Québec), pas facile de trouver un consensus sur les lieux de traitement des déchets ménagers… http",0,negative
"Au bout de la longue-vue, une bergeronette. A #Lesmenils @user agit avec la #LPO pour la #biodiversite http",1,neutral
La controverse actuelle au sein de #EELV est peut être occasion de repenser un parti de gvt avec une ligne claire : démocrate et écologiste,2,positive
#biodiversité Rosneft et ExxonMobil menacent le berceau des ours polaires en Russie http,0,negative
La #ville nourricière du futur via @user : http #écologique #futur http,1,neutral
"Heliodome, un espace sculpté par le soleil : http",2,positive
"Energie : la consommation par habitant est très inégale selon les pays, sans surprise !  http #ecologie Mediaterre",0,negative
RT @user: Développement durable : entreprises et consommateurs divisés http,1,neutral
Echologia le 1er parc écologique européen - Ils rêvaient d’un autre monde… &amp;nbsp;  … et  ... - http http,2,positive
Google multiplie les erreurs pour le lancement de son écosystème Android Wear: Google a réussi à prendre ... http #web,0,negative
Écosystème papier et numérique pour préparer activement les élèves à leur orientation #prépro http v @user,1,neutral
@user Ecologique et amusant.,2,positive
Rosneft et ExxonMobil menacent le berceau des ours polaires en Russie | @user http,0,negative
écologie en voyage http,1,neutral
Wallonie : les énergies vertes continuent de progresser  http,2,positive
[News] Google multiplie les erreurs pour le lancement de son écosystème Android Wear http,0,negative
L'écosystème de la pub digitale est devenu d'une complexité contre-productive http via @user #Disruption,1,neutral
Le plus grand parc éolien de France sera développé par une alliance entre EDF et WindVision: EDF En... http #écologie,2,positive
Google multiplie les erreurs pour le lancement de son écosystème Android Wear via Presse citron http,0,negative
Un label pour des sites internet plus écologiques | YOUPHIL http,1,neutral
[Livre blanc] Optimiser et intégrer les ressources d' #énergies renouvelables http #utilities #ibm,2,positive
#ecologie Emmanuelle Cosse déplore l'abandon de la hausse de la taxe de séjour http,0,negative
#Energie verte en région wallonne : Panneau solaire http,1,neutral
Cimenterie Port-Daniel: @user fait sa girouette et découvre une étude sur les gaz à effet de serre #polqc #assnat http,2,positive
L'Arctique attise les convoitises européennes http,0,negative
Conclusions forum franco ivoirien la ville durable comme moteur du développement économique de la RCI http,1,neutral
"Energie solaire, appart' à clipser ou à poser sur un toit... J'en ai pris plein les yeux au #SolarDecathlon http",2,positive
L’#UE déplore l’abandon de la #taxecarbone en #Australie | EurActiv.fr ►►http,0,negative
"L’Auberge @user, à Sainte-Émélie-de-l’Énergie, fait maintenant partie du réseau @user! &gt;&gt; http",1,neutral
"Après Paris ou Bordeaux, #Dijon éteint la lumière sur sa rocade. Mesure écologique et économique sans danger pour la sécurité routière.",2,positive
Les conseils de #circulation de Bison futé du vendredi 18 juillet au dimanche 20 juillet http #transports,0,negative
“Elu adjoint au Maire de Paris ... chargé de toutes les questions relatives à la propreté et au traitement des déchets”,1,neutral
"La #France investit dans la #géothermie, l’#energie propre et #renouvelable - http",2,positive
"#Biodiversité Au #Pakistan, un #dauphin d'eau douce victime des barrages: http via @user",0,negative
Séminaire Economie Circulaire le 14 octobre 2014  http #ecologie Mediaterre,1,neutral
RT @user: Voici 100 innovations qui pourraient contribuer à changer la société ! http #innovation,2,positive
"#Samoa ""There is hope"", l'#hymne de la lutte contre le changement climatique http via @user",0,negative
Rencontres Ingénierie Santé RIS 2014  http #ecologie Mediaterre,1,neutral
La transition écologique et énergétique parmi les priorités des contrats de plan État-Région 2015-2020 http,2,positive
Rappel que les japonais interdissent aux hommes le port de la cravate et de la veste pendant l'été - #chaleur #écologie,0,negative
Tableau des levées de fonds 1er semestre 2014 : chimie verte et stockage [4/5] http #ecologie GreenUnivers,1,neutral
Une déco fun et rétro avec les tabourets Tam Tam ! Et en plus ils sont écologiques... Charlotte@Greenweez http,2,positive
46 espèces invasives menacent la biodiversité polynésienne | @user via @user http #Biodiversité #Ecologie,0,negative
Coopératives bâtisseuses du développement durable [rapport PDF via @user] http,1,neutral
"Belle idée à soutenir -&gt; ""Le surf écologique Made in France présenté par @user — http via @user""",2,positive
La sénatrice du Nord Marie-Christine Blandin démissionne d’Europe Écologie – Les Verts http,0,negative
Nouveaux producteurs mais diminution du volume de Miel pour l' #AOP #MieldeCorse avec le changement climatique http,1,neutral
"Vus à Odenas que traverse #tdf2014: Huppe fasciée, Oedicnème criard, Linotte mélodieuse, Alouette lulu, Moineau friquet... #lpo #ecologie",2,positive
RT @user: L'énorme cratère en Sibérie pourrait être l'une des conséquences du réchauffement climatique http,0,negative
Le réchauffement climatique et ses impacts - http http,1,neutral
Mieux comprendre la consommation collaborative.  http #ecologie Mediaterre,2,positive
"""@user: Tristesse. Symptôme supplémentaire de la crise de notre parti ""@user/ LES VERTS FAITES DE L' ÉCOLOGIE ! #CHERBOURG",0,negative
Le bateau qui traque les déchets plastiques en escale à Port-la-Nouvelle | @user http,1,neutral
Le vrai impact écologique du Tour de France ►► http #TDF,2,positive
Burn them! @user USA: 2 ados mettent le feu à une tortue Gophère (espèce menacée) + postent la vidéo http #Tortu(r)e,0,negative
"Conférence ""La Biodiversité: services compris !"" avec Thierry Tatoni Centre d’Astronomie Saint-Michel L’Observatoire http",1,neutral
Actu #Entreprise: Impression 3D : le groupe Gorgé soutient et finance l'écosystème http,2,positive
"Spectacle: avec ""Biodégradable"", Youssef Ksiyer jette un regard plein d'ironie sur l'écologie: Joué d’abord dans... http",0,negative
Publication du régime d’aide à l’innovation et au développement durable du #transport #aérien - http,1,neutral
"Sécheresse en Californie, 4 000 privilégiés ont accès à une eau gratuite et illimitée http",2,positive
Les OGM et la panne de la #biodiversité agricole - vidéo PH Gouyon http via @user #agriculture,0,negative
Octobre 2014 : Alternatiba Gironde - Passerelle Eco | @user http,1,neutral
[@user] L'Arctique attise les convoitises européennes http,2,positive
"Quand le Roundup ne suffit plus, les USA s'efforcent de trouver pire. http #ecologie #pesticides #agriculture",0,negative
8 jeunes urbains sur 10 adeptes de l’économie du partage | @user http,1,neutral
#Niger: Le Niger signe avec la SABER pour développer les énergies renouvelables. #energie http,2,positive
"Sacrifice de l'intérêt général : RT @user ""Austr. cède aux groupes miniers, abolit sa taxe carbone"" http #écologie",0,negative
Le Rapport sur le développement humain 2014 sera disponible le 24 juillet 2014: Le Rapport sur le dév... http #durable,1,neutral
L'Arctique attise les convoitises européennes | EurActiv.fr►► http,2,positive
"""@user: La sénatrice du Nord Marie-Christine Blandin démissionne d’Europe Écologie – Les Verts http #EELV""",0,negative
Prolongation des pré-inscriptions en Licence pro Energies Renouvelables:   Les pré-inscriptions en Licence professionnelle Energies R...,1,neutral
#Europe : #economiecirculaire pour réduire les déchets http via @user,2,positive
Escroquerie du réchauffement climatique anthropique… La fadaise des 97% de “consensus” scientifi... http #resistance71,0,negative
Les Jeunes Écologistes de Rennes http via @@Jeunes_Ecolos,1,neutral
Actualité &gt; Les baleines atténueraient le changement climatique http,2,positive
@user l'écologie c'est le totalitarisme du 21eme siècle.,0,negative
Nissan fait la promotion de ses modèles électriques http http,1,neutral
Actualité &gt; Les baleines atténueraient le changement climatique http http,2,positive
"[Corr] Prétextant vouloir protéger la biodiversité, la Commission européenne veut autoriser à la massacrer davantage http",0,negative
Déjà 5 #cliniques ont complété leur Indice Développement Durable (IDD) mis à disposition des tous les établissements de soins par le #C2DS,1,neutral
Mais où sont les applications #AndroidWear ? Bon article de @user : http,2,positive
Le coût de ces publicités qui inondent vos boîtes aux lettres - http,0,negative
"@user Après plusieurs mois de travail, mon nouvel article sur le traitement des déchets en Ile-de-France : http +1",1,neutral
.@user et @user ont divisé par 6 des aides régionales aux particuliers qui investissent dans les énergies renouvelables #RIPécologie,2,positive
"@user ""T. Abbott avait qualifié «de sottises absolues» les études scientifiques attribuant à l'homme le réchauffement climatique"" :-(",0,negative
Modification de la réglementation pour les navires à utilisation commerciale (NUC) notamment nombre maxi passagers  http,1,neutral
Protocole de Nagoya signé par 50 états #PasLesUsa #biodiversité   http,2,positive
L'énorme cratère en Sibérie pourrait être l'une des conséquences du réchauffement climatique &gt; http http,0,negative
@user « Explore » un nouveau monde avec @user http  #mers #ecologie #entrepreneur,1,neutral
"""Je veux le dire d’emblée, ce texte est une source de grande satisfaction pour le groupe écologiste."" #ReformePenale http",2,positive
Sous prétexte de biodiversité les pouvoirs publics laissent les populations à la merci d'un moustique plutôt que de l'éradiquer!...,0,negative
Publication du régime d'aide à l'innovation et au développement durable du transport aérien: - Les programmes... http,1,neutral
"“@LampirisFR: Révolutionnaire... aux Etats-Unis, l’autoroute pourrait devenir un panneau #solaire géant &gt; http #ENR”",2,positive
@user démissionne d’EELV http via @user. Valeur sûre de l'écologie s'en va par dépit. Normal et justifié !,0,negative
"A regarder absolument, ça fait froid dans le dos, nos dirigeants politiques notamment Europe Ecologie les Verts... http",1,neutral
#NouvelleDonne : Les énergies renouvelables créent de l'emploi ! #reprendrelamain http,2,positive
Tout un écosystème qui se crash - bilan : Frelons -dont asiatiques- guêpes-abeilles-pies-piafs en tout genre -,0,negative
Pour la fixation au plus vite d’un seuil d’obligation de Certificats d’Economies d’Energie à la haut http,1,neutral
Vietnam : L'USAID augmente ses aides dans la lutte contre le trafic illégal d'espèces sauvages  http #ecologie Mediaterre,2,positive
Soucieuse des contraintes environnementales et de développement durable STOC Environnement... http http,0,negative
projet hôtel - restaurant ecologique en Guinée Conakry sur l’Ile de Loos en bordure de mer. -... http,1,neutral
Événement. Hommage à Mandela en direct des Sud à Arles http | @user http,2,positive
"L'Australie, premier pays a faire marche arriere sur le réchauffement climatique http",0,negative
"@user jouable, il y a déjà la technologie nécessaire. Avec des panneaux solaires ""souples"".",1,neutral
"#westwebfestival @user : ""écosystème #detox : aider les startups à se concentrer sur leur bizness, le reste on s'en occupe""",2,positive
"L’écologie, oui ! Les écolos, non !» http",0,negative
PHOTOTHERME est une societe specialisee dans les energies renouvelables essentiellement l energie solaire et les po http,1,neutral
"@user Il est tellement bien à l'élysée qu'il a mis son ex femme Mme royal.S ministre de l'écologie,si ça n'est pas zabouniya.",2,positive
Réchauffement climatique : La montée des eaux est un grand problème des pays du Pacifique http,0,negative
"Le papier écologique fabriqué à base de coque de cacao, Cocoa Paper fait encore parler de lui http via #Luxepack #shanghai",1,neutral
La bonne compensation écologique est celle qui n'a pas lieu d'être. http http,2,positive
@user: L'écologie OUI ! les écolos NON et NON ! http,0,negative
Nouveau citron press Google multiplie les erreurs pour le lancement de son écosystème Android Wear http,1,neutral
Pour que vive le loup et que vive le pastoralisme ! http via @user #le loup est une espèce protégée!!!!,2,positive
"L'Australie rejette environ 1,5% des émissions de gaz à effet de serre dans le monde http via @user",0,negative
#BTP #Durable #DD #Ecologie Architecte en free-lance recherche missions de sous-traitance ou CDD mi-temps http,1,neutral
Un engin propulsé par l'énergie solaire lancé dans l'espace en 2016 http,2,positive
L'écologie OUI ! les écolos NON et NON ! http,0,negative
"Les mesures qui concernent l’agriculture: Ségolène Royal, la ministre de l’Ecologie, du Développement durable ... http",1,neutral
@user Moi je suis pour les Verts. L'écologie c'est ma vie (l'écologie c'est maintenant).,2,positive
"46 espèces invasives menacent la biodiversité polynésienne: PAPEETE, le 16 juillet 2014 - De plus en plus de... http",0,negative
Natureplus : le label des maisons écologiques http,1,neutral
Sensibilisation à la biodiversité - http http via @user,2,positive
L'Allemagne dis NON au gaz de schiste. #nouvelleénergie #santé #environnement #écologie http,0,negative
Photovoltaïques sur bâtiment : les 193 lauréats de l appel d offres | @user http,1,neutral
#ecologie Pêche. Le comité régional veut rencontrer Royal http,2,positive
@user @user Rien d'écologique...Lampe avec mercure et autres matières dangereuses !!!,0,negative
Programme concertation (via @user) http,1,neutral
Nous sommes engagés dans la transition écologique pour en faire l'occasion d'une croissance durable et d'emplois de qualité dans l'UE #EPSCO,2,positive
"Les éoliennes on dirait une respiration j'avais jamais fait attention, ça fait un peu flipper",0,negative
Terre de biodiversité &gt; http &gt; Conseil général des Deux-Sèvres - Dossiers thématiques http,1,neutral
Le #Panama  c'est une variété de paysages mais aussi une biodiversité époustouflante http,2,positive
. @user @user OVH ils font du Greenwhasing sur l'écologie mais sinon ça les intéresse pas vraiment.,0,negative
A relire sur [http 4 secrets beauté du marc de café. 3/4  http #Blog #Ecologie,1,neutral
10 #matériaux incroyables pour les #bâtiments de demain | @user via @user http,2,positive
